CustomerID,total_revenue,total_orders,total_items,first_purchase,last_purchase,country,days_since_last_purchase,avg_order_value
12582.0,511.36,2,300,2011-02-24 11:42:00,2011-04-15 08:45:00,Finland,238,255.68
12583.0,7281.38,15,5060,2010-12-01 08:45:00,2011-12-07 08:07:00,France,2,485.42533333333336
12584.0,2338.15,9,416,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy,3,259.7944444444445
12585.0,2040.1,2,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany,233,1020.05
12586.0,196.94000000000003,1,79,2011-11-22 16:24:00,2011-11-22 16:24:00,Italy,16,196.94000000000003
12587.0,144.0,1,51,2011-12-02 12:47:00,2011-12-02 12:47:00,Finland,7,144.0
12588.0,214.89999999999998,1,53,2011-10-31 15:01:00,2011-10-31 15:01:00,Finland,38,214.89999999999998
12589.0,646.68,2,306,2011-07-18 12:05:00,2011-11-11 10:19:00,France,28,323.34
12590.0,9864.26,2,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,Germany,210,4932.13
12591.0,452.84999999999997,1,228,2011-01-26 14:35:00,2011-01-26 14:35:00,Italy,316,452.84999999999997
12592.0,437.6,2,290,2011-05-10 13:44:00,2011-09-08 15:04:00,Germany,91,218.8
12593.0,418.09999999999997,3,206,2011-05-05 09:29:00,2011-08-23 12:43:00,France,108,139.36666666666665
12594.0,3338.2200000000003,10,1777,2011-01-21 09:52:00,2011-11-02 12:20:00,Italy,37,333.822
12596.0,618.27,2,474,2011-04-11 13:22:00,2011-10-19 13:02:00,Spain,50,309.135
12597.0,3811.22,4,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,Spain,18,952.805
12598.0,3023.08,8,1964,2011-02-28 11:58:00,2011-11-30 12:18:00,France,9,377.885
12599.0,1032.58,7,956,2011-02-08 13:28:00,2011-11-10 13:34:00,France,28,147.51142857142855
12600.0,2599.04,10,774,2010-12-03 12:57:00,2011-11-11 10:29:00,Germany,28,259.904
12601.0,577.0600000000001,5,245,2011-01-11 10:38:00,2011-06-03 10:17:00,Germany,189,115.412
12602.0,153.12,1,162,2011-10-12 11:22:00,2011-10-12 11:22:00,France,58,153.12
12603.0,739.1999999999999,1,63,2011-11-18 10:42:00,2011-11-18 10:42:00,Germany,21,739.1999999999999
12604.0,254.18,2,201,2011-03-23 12:06:00,2011-09-21 14:08:00,France,78,127.09
12607.0,1579.51,1,1228,2011-10-10 16:06:00,2011-10-10 16:06:00,USA,59,1579.51
12609.0,1126.85,3,648,2011-01-25 15:13:00,2011-09-22 16:34:00,Germany,77,375.6166666666666
12610.0,2099.54,5,1049,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy,22,419.908
12611.0,1193.32,1,846,2011-10-18 13:12:00,2011-10-18 13:12:00,Italy,51,1193.32
12612.0,704.0400000000001,1,262,2011-09-26 15:35:00,2011-09-26 15:35:00,Germany,73,704.0400000000001
12613.0,3344.38,5,1644,2011-03-22 15:42:00,2011-10-13 14:59:00,Germany,56,668.876
12614.0,315.6,1,76,2011-03-07 10:22:00,2011-03-07 10:22:00,Germany,277,315.6
12615.0,2291.19,4,1376,2011-06-24 13:35:00,2011-12-07 15:02:00,France,1,572.7975
12616.0,713.3,2,284,2011-02-15 14:17:00,2011-09-05 15:17:00,France,94,356.65
12617.0,352.98,1,210,2011-11-10 14:39:00,2011-11-10 14:39:00,France,28,352.98
12618.0,177.31,1,96,2011-11-18 11:10:00,2011-11-18 11:10:00,Italy,21,177.31
12619.0,3641.24,9,3378,2011-03-31 13:10:00,2011-11-23 14:52:00,Germany,15,404.5822222222222
12620.0,1339.41,3,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,France,14,446.47
12621.0,13689.67,20,7440,2010-12-09 10:16:00,2011-12-08 11:25:00,Germany,1,684.4835
12622.0,180.1,1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,Germany,231,180.1
12623.0,305.1,1,191,2011-03-08 13:50:00,2011-03-08 13:50:00,Germany,275,305.1
12624.0,641.13,2,355,2011-06-15 12:34:00,2011-08-25 15:04:00,France,105,320.565
12625.0,2683.82,2,1612,2011-01-24 13:27:00,2011-05-12 09:54:00,Germany,211,1341.91
12626.0,6620.48,9,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,Germany,22,735.6088888888888
12627.0,4478.53,7,2752,2011-07-22 13:59:00,2011-11-29 12:07:00,Germany,10,639.79
12628.0,786.46,3,448,2011-10-06 09:28:00,2011-12-05 13:15:00,Germany,3,262.15333333333336
12630.0,1270.88,2,548,2011-10-27 10:41:00,2011-11-30 10:48:00,Finland,9,635.44
12631.0,640.5,1,236,2011-10-13 13:53:00,2011-10-13 13:53:00,Finland,56,640.5
12633.0,2163.98,4,1162,2011-02-25 08:44:00,2011-10-12 11:40:00,Germany,58,540.995
12635.0,1689.18,2,1172,2011-07-08 08:43:00,2011-09-11 11:04:00,Germany,89,844.59
12637.0,6002.9,8,2994,2011-01-20 10:47:00,2011-10-03 13:46:00,France,66,750.3625
12638.0,671.69,1,577,2011-11-06 13:11:00,2011-11-06 13:11:00,Sweden,32,671.69
12639.0,486.1,1,201,2011-04-15 12:48:00,2011-04-15 12:48:00,Sweden,238,486.1
12640.0,1174.58,3,311,2011-09-19 12:01:00,2011-11-16 11:52:00,France,23,391.52666666666664
12641.0,185.9,1,72,2011-08-16 13:26:00,2011-08-16 13:26:00,Sweden,114,185.9
12642.0,1013.26,3,552,2011-08-24 09:23:00,2011-11-14 15:03:00,Germany,24,337.75333333333333
12643.0,3344.64,6,1808,2011-01-11 11:48:00,2011-08-03 12:56:00,France,127,557.4399999999999
12644.0,477.91,1,325,2011-08-02 10:33:00,2011-08-02 10:33:00,Germany,129,477.91
12645.0,1775.18,4,1084,2011-01-27 13:08:00,2011-11-06 12:38:00,Germany,33,443.795
12646.0,1346.97,2,897,2011-10-21 12:52:00,2011-12-05 10:14:00,USA,4,673.485
12647.0,3722.82,12,1431,2010-12-05 14:02:00,2011-11-17 12:56:00,Germany,21,310.235
12648.0,318.05,1,160,2011-07-08 11:55:00,2011-07-08 11:55:00,Germany,154,318.05
12649.0,623.51,3,586,2011-05-11 14:37:00,2011-08-24 14:41:00,Germany,106,207.83666666666667
12650.0,314.44,1,254,2011-12-06 16:34:00,2011-12-06 16:34:00,France,2,314.44
12651.0,114.0,1,78,2011-01-09 12:46:00,2011-01-09 12:46:00,France,334,114.0
12652.0,919.98,1,505,2011-01-12 15:00:00,2011-01-12 15:00:00,France,330,919.98
12653.0,2209.85,2,919,2011-02-16 10:53:00,2011-07-14 10:41:00,Israel,148,1104.925
12654.0,601.98,5,264,2011-02-17 13:16:00,2011-11-29 10:10:00,Germany,10,120.396
12656.0,4051.17,5,1723,2011-04-20 09:20:00,2011-11-22 13:42:00,France,16,810.234
12657.0,1643.18,4,1044,2011-09-22 11:40:00,2011-11-28 15:47:00,France,10,410.795
12658.0,686.05,1,320,2011-11-21 10:22:00,2011-11-21 10:22:00,Germany,18,686.05
12659.0,91.68,1,105,2011-11-10 11:53:00,2011-11-10 11:53:00,France,29,91.68
12660.0,245.1,1,127,2011-11-28 13:26:00,2011-11-28 13:26:00,France,10,245.1
12662.0,3849.78,11,2058,2010-12-01 13:04:00,2011-12-09 11:59:00,Germany,0,349.98
12664.0,4881.88,9,1203,2011-01-21 11:42:00,2011-12-01 17:07:00,Finland,7,542.4311111111111
12665.0,63.0,1,37,2011-01-19 08:34:00,2011-01-19 08:34:00,Germany,324,63.0
12667.0,620.13,1,395,2011-10-12 17:00:00,2011-10-12 17:00:00,Finland,57,620.13
12668.0,3807.15,4,1634,2010-12-19 12:46:00,2011-11-28 10:56:00,Germany,11,951.7875
12669.0,2744.0299999999997,3,1115,2011-03-28 10:15:00,2011-07-12 09:54:00,France,150,914.6766666666666
12670.0,2996.05,5,1397,2011-04-21 10:16:00,2011-11-29 15:23:00,France,9,599.21
12672.0,225.89999999999998,1,78,2011-01-14 09:20:00,2011-01-14 09:20:00,France,329,225.89999999999998
12673.0,610.52,2,351,2011-01-17 11:46:00,2011-12-04 13:55:00,Germany,4,305.26
12674.0,1970.6,4,1133,2011-05-16 09:10:00,2011-11-01 12:12:00,France,38,492.65
